81.1755	41.35233333
76.95175	28.307
74.598	43.46866667
67.058	34.474
74.37425	42.40866667
66.915	29.10866667
78.18575	30.446
74.52675	32.81366667
68.33925	31.20966667
74.35175	27.54733333
81.09575	42.207
71.85425	32.15866667
84.06125	45.678
75.28	28.28433333
76.21825	28.571
82.018	41.81466667
66.98975	32.618
78.7295	44.97
68.45575	30.01333333
65.873	33.61466667
66.565	36.98566667
74.68875	32.01433333
68.00125	34.63666667
79.5875	46.18133333
81.40475	40.50133333
72.17725	32.94766667
74.57675	39.90533333
80.08125	41.509
66.8035	35.66866667
81.698	47.22766667
82.76325	41.12466667
67.83575	37.15166667
80.3915	43.32866667
65.79525	31.757
65.98625	34.74033333
74.44875	33.206
78.4925	45.11033333
66.56625	33.24933333
83.05725	43.45733333
77.4855	29.286
74.57675	39.90533333
74.432	41.09266667
82.8455	42.669
77.0035	42.14333333
66.81575	31.60066667
67.68025	29.39666667
78.4925	45.11033333
65.716	36.27066667
68.6825	28.43433333
83.6285	44.30166667
78.07125	32.70133333
82.65475	41.606
82.12225	41.132
65.06775	31.43433333
82.57525	42.115
74.2425	34.58366667
71.48275	32.95166667
84.50575	42.37433333
65.095	30.35333333
75.87675	42.99
74.8555	39.23166667
76.58	43.90633333
73.015	27.62
73.7315	35.231
72.25275	35.40266667
74.1505	33.08766667
73.918	42.958
75.781	42.19166667
76.65775	41.20333333
82.732	43.37266667
65.81775	30.251
75.4705	35.132
67.734	28.97633333
67.3905	36.21966667
70.7445	32.17133333
71.5015	34.68566667
77.98375	31.51733333
82.03425	48.617
76.112	29.95333333
74.0845	33.626
77.26525	41.15266667
66.72475	31.817
76.42	35.67166667
65.4955	37.86933333
66.02975	37.30733333
68.72075	36.724
68.89325	36.35366667
82.6255	46.20866667
76.6855	43.404
82.09975	43.47733333
65.992	35.62633333
70.07125	34.866
83.985	41.53566667
66.82625	37.733
72.67775	35.55766667
75.212	38.22466667
65.643	32.93633333
75.86075	41.115
75.6265	42.796
76.9665	42.8
73.533	39.33833333
80.22175	47.475
70.13225	35.47533333
67.84875	36.70766667
82.32975	42.80366667
74.20975	38.95833333
73.5365	35.60033333
76.6115	38.22266667
74.6545	33.67533333
79.829	43.50833333
76.2895	42.029
72.9355	34.84666667
67.47125	35.76866667
80.09525	50.61066667
