42.767	27.90233333
39.61025	9.523
39.7005	12.01
40.42825	10.68133333
39.726	8.113333333
37.02275	24.95233333
36.79825	21.026
30.11675	11.53033333
28.83425	20.264
35.99525	27.291
46.763	26.207
34.62325	28.487
31.30825	8.086666667
34.9895	22.34233333
32.6205	9.62
30.37475	21.28133333
31.27175	9.094
39.80775	18.66033333
32.89925	2.931666667
40.9945	31.69233333
41.47275	31.05333333
30.25775	19.498
34.181	14.31133333
31.3435	11.72866667
34.68525	25.82166667
41.32575	20.96433333
35.2755	27.97733333
37.3615	5.541
39.764	26.768
41.5435	6.726666667
40.69575	31.71133333
33.91025	9.343666667
36.02575	26.15266667
32.9585	14.97633333
41.42225	17.29633333
37.69525	26.11833333
45.14425	26.156
34.808	24.925
41.8935	26.10333333
42.5585	29.49466667
41.66075	23.04633333
36.33075	9.354
33.92975	15.89133333
38.51225	18.64366667
48.291	26.95033333
34.55025	13.79033333
40.1315	17.769
35.90525	26.106
45.01775	27.77066667
41.64075	15.92166667
43.56825	29.404
40.15425	25.818
40.62125	29.10433333
41.188	14.465
30.2475	19.98066667
40.5455	20.97233333
39.48775	22.26833333
40.1315	17.769
41.47475	8.034666667
45.39975	28.89833333
45.1575	26.15533333
34.57575	14.53133333
44.58	27.05266667
41.01025	15.75833333
36.26325	21.691
47.19425	26.84733333
48.47975	26.285
32.358	15.63533333
45.4845	27.12233333
45.01	29.764
41.308	9.365
41.19375	27.30833333
40.99725	30.75633333
30.7195	12.54166667
30.25775	19.498
38.88375	24.243
38.918	29.68733333
44.9725	27.18333333
32.417	5.199333333
38.949	26.979
48.32125	25.026
35.9695	8.701666667
37.3915	22.57166667
44.56775	28.50633333
38.0165	23.37333333
